6244,460,1
8433,212,2
8692,226,0
9371,910,1
5585,684,3
941,616,4
2836,920,3
5850,683,3
9857,748,0
3003,486,3
674,975,3
188,243,1
6427,400,2
5366,693,3
6951,694,2
8441,383,0
7545,593,3
8246,675,2
724,116,2
695,390,2
8928,492,0
9214,750,0
9306,939,0
2149,649,1
1675,524,4
2739,111,4
5334,286,2
4312,557,0
9680,196,1
7300,169,4
2484,495,0
4383,665,2
3076,925,1
7673,848,3
8276,786,2
7012,214,3
5258,129,0
1820,300,3
6314,999,2
1378,702,3
6102,778,2
846,716,3
9071,288,1
7630,478,1
6032,233,4
1272,303,2
7493,968,3
5635,957,2
5764,862,1
3360,189,2
9448,868,2
4894,647,2
2055,689,1
9812,861,1
8400,393,2
3683,859,4
8804,92,0
2998,584,0
9235,785,1
4793,103,4
1891,381,4
5555,714,2
5768,995,1
7561,150,2
3259,939,2
7537,417,0
9157,718,2
5806,967,0
2239,660,1
741,629,4
8170,242,4
6985,679,0
3428,224,0
6191,496,2
9110,803,3
3573,553,0
4131,990,1
6275,719,2
679,402,1
6849,554,3
1017,497,2
8084,510,2
1184,418,1
4207,241,4
4619,319,0
7246,66,4
